"city","state","idhm","income","longevity","education","year"
"Malhada de Pedras","BA",0.492,0.481,0.555,0.439,1991
"Maragogi","AL",0.496,0.451,0.578,0.46,1991
"Miguel Calmon","BA",0.506,0.473,0.499,0.545,1991
"Paulista","PB",0.525,0.445,0.663,0.467,1991
"Santana do Acaraú","CE",0.487,0.441,0.54,0.48,1991
"Santana dos Garrotes","PB",0.476,0.367,0.58,0.482,1991
"Santo Antônio de Lisboa","PI",0.545,0.539,0.535,0.56,1991
"São Gabriel","BA",0.47,0.393,0.467,0.551,1991
"Serra do Mel","RN",0.51,0.442,0.512,0.577,1991
"Viana","MA",0.541,0.411,0.587,0.624,1991
"Wanderley","BA",0.506,0.462,0.6,0.456,1991
"Altos","PI",0.539,0.455,0.611,0.551,1991
"Augusto Corrêa","PA",0.509,0.426,0.575,0.525,1991
"Aurora do Pará","PA",0.539,0.488,0.645,0.485,1991
"Barra do Corda","MA",0.489,0.426,0.553,0.489,1991
"Belmonte","BA",0.493,0.482,0.524,0.472,1991
"Bom Jardim","PE",0.531,0.458,0.641,0.493,1991
"Bom Jesus do Tocantins","PA",0.551,0.539,0.569,0.546,1991
"Caridade","CE",0.487,0.431,0.572,0.459,1991
"Iguaí","BA",0.501,0.474,0.62,0.409,1991
"Irauçuba","CE",0.494,0.418,0.572,0.491,1991
"Itaju do Colônia","BA",0.483,0.421,0.541,0.488,1991
"Japonvar","MG",0.512,0.408,0.645,0.484,1991
"Jenipapo de Minas","MG",0.515,0.437,0.585,0.523,1991
"Malhador","SE",0.546,0.507,0.554,0.577,1991
"Ouriçangas","BA",0.494,0.457,0.541,0.484,1991
"Padre Carvalho","MG",0.539,0.488,0.674,0.456,1991
"Sanharó","PE",0.514,0.521,0.495,0.526,1991
"Santa Filomena","PI",0.532,0.433,0.618,0.545,1991
"São Benedito","CE",0.481,0.431,0.547,0.466,1991
"Senador Pompeu","CE",0.538,0.515,0.531,0.568,1991
"Umburatiba","MG",0.525,0.486,0.53,0.559,1991
"Acaraú","CE",0.489,0.465,0.534,0.467,1991
"Amaraji","PE",0.495,0.454,0.587,0.445,1991
"Apuarema","BA",0.48,0.417,0.605,0.419,1991
"Arari","MA",0.525,0.453,0.518,0.605,1991
"Augustinópolis","TO",0.532,0.502,0.517,0.577,1991
"Caaporã","PB",0.477,0.444,0.504,0.482,1991
"Caturité","PB",0.505,0.455,0.507,0.553,1991
"Ipueiras","CE",0.467,0.419,0.546,0.437,1991
"Itaguatins","TO",0.504,0.447,0.515,0.551,1991
"Jaborandi","BA",0.509,0.439,0.616,0.473,1991
"Jatobá","MA",0.442,0.377,0.533,0.416,1991
"Nova Cruz","RN",0.501,0.484,0.522,0.496,1991
"Paratinga","BA",0.483,0.386,0.556,0.506,1991
"Paripueira","AL",0.488,0.433,0.577,0.453,1991
"Potiretama","CE",0.509,0.422,0.61,0.495,1991
"Amontada","CE",0.505,0.384,0.619,0.511,1991
"Barra do Ouro","TO",0.498,0.462,0.565,0.466,1991
"Canto do Buriti","PI",0.518,0.476,0.558,0.52,1991
"Marco","CE",0.476,0.438,0.531,0.459,1991
"Moreilândia","PE",0.504,0.376,0.61,0.525,1991
"Nova Ibiá","BA",0.466,0.454,0.554,0.389,1991
"Palmeira do Piauí","PI",0.515,0.396,0.605,0.544,1991
"Palmeirante","TO",0.521,0.467,0.603,0.493,1991
"Poções","BA",0.511,0.485,0.552,0.495,1991
"Ponte Alta do Bom Jesus","TO",0.506,0.457,0.539,0.523,1991
"Santa Luzia do Paruá","MA",0.515,0.428,0.579,0.538,1991
"Santa Maria do Tocantins","TO",0.513,0.454,0.468,0.616,1991
"Santana do Ipanema","AL",0.527,0.462,0.555,0.564,1991
"São Bento do Trairi","RN",0.516,0.411,0.603,0.534,1991
"Saúde","BA",0.514,0.429,0.599,0.513,1991
"Uauá","BA",0.509,0.429,0.54,0.557,1991
"Vertentes","PE",0.525,0.482,0.573,0.521,1991
"Arraial","PI",0.498,0.42,0.59,0.483,1991
"Capela","SE",0.549,0.499,0.564,0.583,1991
"Capitão Poço","PA",0.514,0.48,0.577,0.484,1991
"Cocos","BA",0.505,0.473,0.616,0.427,1991
"Cordeiros","BA",0.522,0.431,0.618,0.516,1991
"Coruripe","AL",0.515,0.502,0.576,0.466,1991
"Ibiracatu","MG",0.523,0.464,0.621,0.483,1991
"Itagibá","BA",0.5,0.438,0.597,0.465,1991
"José de Freitas","PI",0.522,0.428,0.564,0.574,1991
"Junqueiro","AL",0.491,0.489,0.514,0.471,1991
"Ouro Verde de Minas","MG",0.486,0.446,0.509,0.503,1991
"Palmópolis","MG",0.51,0.438,0.606,0.486,1991
"Pedra Branca","PB",0.488,0.395,0.57,0.498,1991
"Remanso","BA",0.51,0.461,0.575,0.494,1991
"São João do Pacuí","MG",0.563,0.434,0.639,0.617,1991
"São Miguel","RN",0.501,0.459,0.532,0.512,1991
"Solânea","PB",0.504,0.502,0.568,0.441,1991
"Tapiramutá","BA",0.471,0.429,0.557,0.427,1991
"Uibaí","BA",0.522,0.443,0.484,0.64,1991
"Vitória do Mearim","MA",0.523,0.421,0.607,0.54,1991
"Buriti do Tocantins","TO",0.477,0.445,0.444,0.543,1991
"Caraúbas","RN",0.513,0.459,0.515,0.566,1991
"Caxias","MA",0.529,0.487,0.561,0.538,1991
"Central","BA",0.537,0.473,0.52,0.619,1991
"Lagarto","SE",0.542,0.533,0.55,0.543,1991
"Lençóis","BA",0.51,0.502,0.468,0.561,1991
"Messias Targino","RN",0.506,0.469,0.497,0.553,1991
"Ouricuri","PE",0.501,0.469,0.546,0.488,1991
"Pão de Açúcar","AL",0.518,0.488,0.555,0.511,1991
"Porto Rico do Maranhão","MA",0.536,0.455,0.504,0.65,1991
"Presidente Dutra","BA",0.507,0.468,0.427,0.627,1991
"São José da Safira","MG",0.547,0.521,0.523,0.598,1991
"Tracuateua","PA",0.513,0.458,0.563,0.518,1991
"Antonina do Norte","CE",0.503,0.432,0.561,0.515,1991
"Aurora","CE",0.5,0.455,0.556,0.49,1991
"Barcelona","RN",0.488,0.439,0.519,0.507,1991
"Barra de São Miguel","PB",0.498,0.488,0.481,0.524,1991
"Brejo dos Santos","PB",0.477,0.418,0.5,0.514,1991
"Campo Formoso","BA",0.472,0.445,0.474,0.498,1991
"Cidelândia","MA",0.495,0.458,0.543,0.485,1991
"Conde","PB",0.507,0.445,0.599,0.478,1991
"Flores","PE",0.502,0.419,0.586,0.5,1991
"Fronteiras","PI",0.505,0.488,0.561,0.466,1991
"Ipanguaçu","RN",0.495,0.443,0.512,0.529,1991
"Japaratinga","AL",0.528,0.461,0.627,0.496,1991
"Joaquim Nabuco","PE",0.494,0.456,0.541,0.486,1991
"Malta","PB",0.506,0.455,0.549,0.513,1991
"Maracaçumé","MA",0.516,0.45,0.534,0.563,1991
"Marcelino Vieira","RN",0.482,0.404,0.526,0.516,1991
"Parambu","CE",0.5,0.456,0.625,0.419,1991
"Pastos Bons","MA",0.535,0.411,0.61,0.583,1991
"Piaçabuçu","AL",0.515,0.505,0.559,0.481,1991
"Queimadas","BA",0.47,0.432,0.484,0.495,1991
"São Tomé","RN",0.489,0.437,0.51,0.521,1991
"Tanque Novo","BA",0.52,0.455,0.654,0.45,1991
"Afuá","PA",0.511,0.484,0.633,0.416,1991
"Agrestina","PE",0.505,0.502,0.547,0.466,1991
"Alagoa Nova","PB",0.483,0.441,0.517,0.491,1991
"Bonito","PA",0.491,0.467,0.532,0.474,1991
"Chã Grande","PE",0.486,0.513,0.505,0.439,1991
"Frei Lagonegro","MG",0.499,0.428,0.587,0.481,1991
"Galinhos","RN",0.504,0.482,0.542,0.488,1991
"Itabaiana","PB",0.514,0.482,0.52,0.539,1991
"Lagoa Seca","PB",0.541,0.544,0.522,0.557,1991
"Orobó","PE",0.52,0.449,0.604,0.506,1991
"Paraú","RN",0.507,0.464,0.497,0.561,1991
"Pirpirituba","PB",0.489,0.438,0.537,0.493,1991
"Remígio","PB",0.529,0.508,0.549,0.53,1991
"São Bento do Tocantins","TO",0.489,0.412,0.515,0.54,1991
"São José de Piranhas","PB",0.512,0.436,0.598,0.501,1991
"Aratuípe","BA",0.469,0.459,0.524,0.423,1991
"Areia","PB",0.525,0.473,0.622,0.479,1991
"Assunção","PB",0.5,0.424,0.528,0.547,1991
"Augusto Severo","RN",0.485,0.43,0.497,0.528,1991
"Boa Viagem","CE",0.494,0.416,0.573,0.492,1991
"Boca do Acre","AM",0.53,0.506,0.634,0.449,1991
"Bodocó","PE",0.499,0.446,0.546,0.504,1991
"Casa Nova","BA",0.511,0.5,0.552,0.48,1991
"Conceição do Coité","BA",0.52,0.476,0.528,0.555,1991
"Coribe","BA",0.519,0.497,0.616,0.444,1991
"Iuiú","BA",0.497,0.47,0.569,0.452,1991
"Manoel Emídio","PI",0.507,0.379,0.564,0.578,1991
"Mar Vermelho","AL",0.502,0.454,0.584,0.469,1991
"Monte Horebe","PB",0.519,0.449,0.613,0.496,1991
"Montes Altos","MA",0.5,0.43,0.54,0.529,1991
"Nacip Raydan","MG",0.547,0.497,0.511,0.632,1991
"Passa e Fica","RN",0.457,0.439,0.509,0.422,1991
"Prata do Piauí","PI",0.521,0.416,0.6,0.546,1991
"Regeneração","PI",0.508,0.436,0.581,0.507,1991
"Salgado","SE",0.483,0.476,0.52,0.453,1991
"Santo Antônio do Jacinto","MG",0.486,0.443,0.553,0.461,1991
"São Félix do Tocantins","TO",0.365,0.409,0.458,0.227,1991
"Sertãozinho","PB",0.512,0.421,0.601,0.515,1991
"Tejuçuoca","CE",0.459,0.38,0.568,0.429,1991
"Babaçulândia","TO",0.524,0.457,0.523,0.593,1991
"Candeal","BA",0.53,0.433,0.565,0.591,1991
"Cipó","BA",0.522,0.497,0.504,0.564,1991
"Frei Martinho","PB",0.527,0.473,0.537,0.572,1991
"Frei Miguelinho","PE",0.507,0.471,0.555,0.494,1991
"Jericó","PB",0.519,0.451,0.616,0.49,1991
"João Alfredo","PE",0.519,0.502,0.641,0.414,1991
"Josenópolis","MG",0.533,0.462,0.651,0.487,1991
"Muricilândia","TO",0.531,0.529,0.487,0.576,1991
"São Desidério","BA",0.489,0.472,0.593,0.401,1991
"São Sebastião do Tocantins","TO",0.511,0.503,0.557,0.473,1991
"Várzea Grande","PI",0.503,0.43,0.564,0.516,1991
"Wagner","BA",0.514,0.458,0.508,0.575,1991
"Alagoa Grande","PB",0.508,0.461,0.625,0.438,1991
"Anadia","AL",0.459,0.455,0.509,0.413,1991
"Batalha","AL",0.468,0.494,0.481,0.43,1991
"Bonfim do Piauí","PI",0.493,0.394,0.616,0.47,1991
"Carnaubal","CE",0.461,0.408,0.545,0.429,1991
"Cavalcante","GO",0.514,0.483,0.577,0.482,1991
"Esplanada","BA",0.533,0.508,0.538,0.552,1991
"Farias Brito","CE",0.48,0.429,0.503,0.507,1991
"Feliz Deserto","AL",0.514,0.485,0.559,0.498,1991
"Ipaporanga","CE",0.477,0.406,0.579,0.447,1991
"Ipirá","BA",0.523,0.475,0.581,0.514,1991
"Itapecuru Mirim","MA",0.523,0.444,0.563,0.562,1991
"Jupi","PE",0.5,0.456,0.53,0.514,1991
"Ladainha","MG",0.483,0.417,0.598,0.433,1991
"Maracás","BA",0.498,0.462,0.541,0.49,1991
"Maxaranguape","RN",0.505,0.495,0.484,0.536,1991
"Paraná","RN",0.494,0.476,0.543,0.462,1991
"Piracuruca","PI",0.528,0.484,0.591,0.51,1991
"Riacho das Almas","PE",0.487,0.487,0.531,0.444,1991
"Sambaíba","MA",0.531,0.443,0.609,0.542,1991
"Santa Cruz da Vitória","BA",0.524,0.446,0.602,0.524,1991
"Santana do Cariri","CE",0.481,0.431,0.583,0.429,1991
"São Domingos do Azeitão","MA",0.516,0.414,0.557,0.577,1991
"São José do Peixe","PI",0.515,0.429,0.62,0.497,1991
"Boqueirão","PB",0.531,0.505,0.536,0.551,1991
"Conceição","PB",0.491,0.407,0.57,0.496,1991
"Igaracy","PB",0.493,0.377,0.566,0.535,1991
"Itambé","BA",0.516,0.488,0.567,0.493,1991
"Itapitanga","BA",0.528,0.485,0.581,0.517,1991
"Lamarão","BA",0.478,0.403,0.587,0.444,1991
"Morrinhos","CE",0.478,0.407,0.512,0.516,1991
"Portel","PA",0.509,0.481,0.636,0.41,1991
"Porto Alegre do Piauí","PI",0.481,0.35,0.564,0.529,1991
"Prata","PB",0.503,0.425,0.479,0.604,1991
"Riacho Frio","PI",0.482,0.357,0.548,0.541,1991
"São Miguel do Aleixo","SE",0.475,0.439,0.634,0.352,1991
"São Sebastião do Maranhão","MG",0.497,0.449,0.522,0.521,1991
"Tremedal","BA",0.472,0.44,0.594,0.383,1991
"Trizidela do Vale","MA",0.521,0.477,0.535,0.55,1991
"Una","BA",0.498,0.462,0.551,0.481,1991
"Acajutiba","BA",0.508,0.48,0.487,0.558,1991
"Alcântaras","CE",0.466,0.407,0.49,0.502,1991
"Capim Grosso","BA",0.51,0.472,0.502,0.557,1991
"Capixaba","AC",0.536,0.568,0.596,0.445,1991
"Carinhanha","BA",0.487,0.421,0.556,0.484,1991
"Cotegipe","BA",0.481,0.432,0.58,0.432,1991
"Fartura do Piauí","PI",0.485,0.399,0.558,0.499,1991
"Francisco Santos","PI",0.535,0.482,0.606,0.516,1991
"Icó","CE",0.505,0.454,0.579,0.483,1991
"Lafaiete Coutinho","BA",0.493,0.393,0.605,0.482,1991
"Lago da Pedra","MA",0.475,0.443,0.546,0.436,1991
"Piranhas","AL",0.547,0.57,0.495,0.575,1991
"Sebastião Leal","PI",0.484,0.337,0.564,0.552,1991
"Teofilândia","BA",0.498,0.469,0.589,0.437,1991
"Vera Cruz","RN",0.475,0.473,0.502,0.451,1991
"Viçosa","AL",0.479,0.477,0.506,0.454,1991
"Alcantil","PB",0.507,0.463,0.603,0.455,1991
"Barro Preto","BA",0.466,0.377,0.499,0.522,1991
"Caatiba","BA",0.489,0.476,0.598,0.394,1991
"Cupira","PE",0.51,0.507,0.547,0.475,1991
"Feira Nova","PE",0.509,0.463,0.55,0.515,1991
"General Sampaio","CE",0.454,0.417,0.573,0.371,1991
"Nova Floresta","PB",0.49,0.46,0.502,0.508,1991
"Olho d'Água das Flores","AL",0.503,0.495,0.481,0.534,1991
"Picuí","PB",0.509,0.484,0.537,0.507,1991
"Pires Ferreira","CE",0.47,0.394,0.548,0.467,1991
"Poço Branco","RN",0.494,0.435,0.592,0.454,1991
"Quixabeira","BA",0.474,0.433,0.542,0.447,1991
"São Brás","AL",0.463,0.416,0.572,0.401,1991
"Taperoá","BA",0.463,0.422,0.566,0.4,1991
"Alhandra","PB",0.469,0.482,0.504,0.421,1991
"Aquidabã","SE",0.517,0.488,0.544,0.52,1991
"Boa Vista do Tupim","BA",0.508,0.514,0.577,0.433,1991
"Caturama","BA",0.52,0.482,0.614,0.463,1991
"Catuti","MG",0.498,0.404,0.628,0.463,1991
"Divisópolis","MG",0.486,0.485,0.559,0.414,1991
"Franciscópolis","MG",0.488,0.459,0.563,0.443,1991
"Frecheirinha","CE",0.505,0.46,0.58,0.475,1991
"Indiaroba","SE",0.451,0.426,0.502,0.424,1991
"Iraquara","BA",0.515,0.426,0.544,0.576,1991
"Lagoa Real","BA",0.5,0.406,0.631,0.464,1991
"Mairi","BA",0.526,0.46,0.546,0.571,1991
"Morro do Chapéu","BA",0.503,0.48,0.474,0.556,1991
"Nova Olinda","PB",0.458,0.391,0.523,0.461,1991
"Patis","MG",0.492,0.438,0.573,0.466,1991
"Paulistana","PI",0.481,0.437,0.553,0.454,1991
"Pedra Branca","CE",0.453,0.415,0.531,0.413,1991
"Pedro II","PI",0.515,0.433,0.625,0.486,1991
"Piraí do Norte","BA",0.452,0.45,0.593,0.312,1991
"Potiraguá","BA",0.512,0.458,0.57,0.509,1991
"Presidente Juscelino","RN",0.48,0.442,0.555,0.442,1991
"Presidente Tancredo Neves","BA",0.442,0.407,0.555,0.363,1991
"Sítio Novo","RN",0.498,0.402,0.587,0.504,1991
"Sucupira do Riachão","MA",0.474,0.399,0.567,0.456,1991
"Viseu","PA",0.517,0.428,0.556,0.566,1991
"Aporá","BA",0.507,0.447,0.61,0.465,1991
"Beneditinos","PI",0.492,0.392,0.608,0.476,1991
"Iguaraci","PE",0.51,0.459,0.526,0.545,1991
"Jaguaripe","BA",0.511,0.472,0.625,0.437,1991
"Janduís","RN",0.517,0.452,0.528,0.571,1991
"Japoatã","SE",0.494,0.437,0.55,0.496,1991
"Lucena","PB",0.493,0.436,0.599,0.444,1991
"Mata Verde","MG",0.468,0.465,0.526,0.414,1991
"Mombaça","CE",0.478,0.435,0.555,0.445,1991
"Ninheira","MG",0.48,0.444,0.648,0.348,1991
"Pilar","AL",0.497,0.508,0.499,0.485,1991
"Riacho dos Machados","MG",0.534,0.455,0.593,0.554,1991
"Serra Preta","BA",0.486,0.423,0.522,0.513,1991
"Souto Soares","BA",0.503,0.394,0.544,0.57,1991
"Tarauacá","AC",0.493,0.48,0.611,0.388,1991
"Amparo","PB",0.489,0.388,0.568,0.511,1991
"Barra do Choça","BA",0.481,0.477,0.6,0.366,1991
"Capitão de Campos","PI",0.529,0.433,0.63,0.523,1991
"Comercinho","MG",0.529,0.418,0.587,0.581,1991
"Condado","PB",0.534,0.447,0.592,0.564,1991
"Itanagra","BA",0.471,0.425,0.538,0.45,1991
"Loreto","MA",0.521,0.386,0.557,0.62,1991
"Manga","MG",0.545,0.581,0.492,0.563,1991
"Monteiro","PB",0.512,0.476,0.538,0.523,1991
"Muquém de São Francisco","BA",0.466,0.389,0.561,0.447,1991
"Novo Oriente do Piauí","PI",0.501,0.416,0.57,0.516,1991
"Paes Landim","PI",0.513,0.391,0.587,0.561,1991
"Ribeira do Pombal","BA",0.481,0.517,0.439,0.487,1991
"Rio Tinto","PB",0.506,0.484,0.529,0.506,1991
"Sento Sé","BA",0.485,0.495,0.521,0.44,1991
"Amparo de São Francisco","SE",0.501,0.434,0.504,0.566,1991
"Angelim","PE",0.513,0.46,0.568,0.512,1991
"Bacabeira","MA",0.506,0.416,0.552,0.55,1991
"Cardeal da Silva","BA",0.48,0.43,0.535,0.475,1991
"Carrapateira","PB",0.546,0.51,0.613,0.516,1991
"Encruzilhada","BA",0.465,0.451,0.613,0.331,1991
"Ibititá","BA",0.491,0.467,0.431,0.574,1991
"Igarapé Grande","MA",0.517,0.442,0.514,0.596,1991
"Matias Cardoso","MG",0.494,0.436,0.534,0.512,1991
"Monsenhor Hipólito","PI",0.499,0.439,0.592,0.467,1991
"Novo Oriente","CE",0.495,0.432,0.597,0.455,1991
"Paulo Jacinto","AL",0.466,0.418,0.537,0.442,1991
"Salgadinho","PE",0.48,0.436,0.538,0.467,1991
"Santa Terezinha","PE",0.498,0.433,0.508,0.554,1991
"São José do Brejo do Cruz","PB",0.469,0.423,0.6,0.385,1991
"Verdelândia","MG",0.502,0.438,0.621,0.448,1991
"Canarana","BA",0.528,0.515,0.447,0.623,1991
"Canavieira","PI",0.541,0.425,0.62,0.577,1991
"Cristalândia do Piauí","PI",0.514,0.403,0.548,0.59,1991
"Elesbão Veloso","PI",0.514,0.443,0.57,0.53,1991
"Ibirapitanga","BA",0.458,0.424,0.569,0.382,1991
"Igrapiúna","BA",0.468,0.444,0.607,0.352,1991
"Ipiranga do Piauí","PI",0.528,0.449,0.547,0.588,1991
"Itarema","CE",0.495,0.448,0.578,0.458,1991
"Lagoa d'Anta","RN",0.463,0.413,0.497,0.479,1991
"Machados","PE",0.49,0.45,0.524,0.495,1991
"Manoel Urbano","AC",0.51,0.47,0.622,0.439,1991
"Pedra","PE",0.497,0.478,0.536,0.478,1991
"Pedrinhas","SE",0.531,0.498,0.562,0.533,1991
"Santo Antônio do Retiro","MG",0.419,0.385,0.523,0.35,1991
"Telha","SE",0.517,0.469,0.504,0.579,1991
"Umbaúba","SE",0.521,0.531,0.533,0.499,1991
"União","PI",0.529,0.44,0.594,0.554,1991
"Alcântara","MA",0.528,0.45,0.59,0.545,1991
"Baraúna","RN",0.48,0.484,0.523,0.434,1991
"Belém","AL",0.494,0.461,0.567,0.455,1991
"Boa Ventura","PB",0.5,0.396,0.57,0.534,1991
"Borborema","PB",0.487,0.468,0.512,0.48,1991
"Buritinópolis","GO",0.521,0.452,0.573,0.539,1991
"Canguaretama","RN",0.491,0.461,0.506,0.505,1991
"Coronel Ezequiel","RN",0.493,0.402,0.609,0.467,1991
"Deputado Irapuan Pinheiro","CE",0.477,0.445,0.531,0.455,1991
"Dormentes","PE",0.486,0.4,0.52,0.539,1991
"Ipubi","PE",0.475,0.455,0.581,0.389,1991
"Marcionílio Souza","BA",0.453,0.413,0.498,0.448,1991
"Massapê","CE",0.486,0.436,0.572,0.451,1991
"Normandia","RR",0.591,0.579,0.526,0.667,1991
"Pau Brasil","BA",0.484,0.471,0.532,0.449,1991
"Pinhão","SE",0.505,0.474,0.56,0.481,1991
"Ponto Novo","BA",0.429,0.376,0.517,0.393,1991
"Rio Real","BA",0.514,0.521,0.516,0.505,1991
"Santa Helena","MA",0.502,0.436,0.536,0.535,1991
"Senador Sá","CE",0.491,0.4,0.598,0.476,1991
"Serra de São Bento","RN",0.471,0.371,0.576,0.465,1991
"Sítio do Mato","BA",0.491,0.417,0.556,0.501,1991
"Tururu","CE",0.488,0.4,0.597,0.468,1991
"União dos Palmares","AL",0.506,0.49,0.558,0.471,1991
"Areial","PB",0.521,0.496,0.513,0.553,1991
"Bananeiras","PB",0.504,0.469,0.647,0.396,1991
"Berizal","MG",0.5,0.457,0.523,0.519,1991
"Borba","AM",0.566,0.513,0.576,0.61,1991
"Canudos","BA",0.473,0.435,0.493,0.491,1991
"Fronteira dos Vales","MG",0.52,0.444,0.613,0.504,1991
"Lagoa do Piauí","PI",0.486,0.375,0.608,0.475,1991
"Macururé","BA",0.467,0.388,0.505,0.509,1991
"Ouro Branco","AL",0.466,0.409,0.468,0.522,1991
"Porto Calvo","AL",0.516,0.498,0.594,0.455,1991
"Quixaba","PB",0.421,0.391,0.457,0.416,1991
"Santa Cruz de Salinas","MG",0.492,0.447,0.523,0.507,1991
"Tabocas do Brejo Velho","BA",0.49,0.39,0.625,0.455,1991
"Tasso Fragoso","MA",0.5,0.371,0.509,0.619,1991
"Uarini","AM",0.611,0.564,0.66,0.608,1991
"Cafarnaum","BA",0.476,0.453,0.427,0.547,1991
"Doutor Severiano","RN",0.491,0.401,0.511,0.562,1991
"Jampruca","MG",0.507,0.502,0.467,0.552,1991
"Lábrea","AM",0.489,0.5,0.599,0.367,1991
"Lagoa Salgada","RN",0.485,0.449,0.535,0.472,1991
"Marcolândia","PI",0.479,0.463,0.561,0.412,1991
"Messias","AL",0.498,0.5,0.5,0.495,1991
"Nova Esperança do Piriá","PA",0.518,0.48,0.556,0.518,1991
"Planalto","BA",0.453,0.445,0.498,0.415,1991
"Porto do Mangue","RN",0.497,0.47,0.536,0.485,1991
"Rio do Fogo","RN",0.487,0.471,0.484,0.505,1991
"Sairé","PE",0.496,0.466,0.547,0.475,1991
"São Vicente Ferrer","PE",0.493,0.479,0.532,0.469,1991
"Serra do Ramalho","BA",0.471,0.378,0.506,0.528,1991
"Serrinha","RN",0.448,0.378,0.535,0.431,1991
"Tacaimbó","PE",0.45,0.456,0.54,0.354,1991
"Vargem Grande do Rio Pardo","MG",0.467,0.453,0.494,0.454,1991
"Zabelê","PB",0.468,0.433,0.478,0.492,1991
"Acopiara","CE",0.47,0.436,0.514,0.46,1991
"Água Branca","AL",0.486,0.409,0.576,0.473,1991
"Água Preta","PE",0.482,0.458,0.557,0.432,1991
"Aracoiaba","CE",0.488,0.446,0.537,0.482,1991
"Canhoba","SE",0.501,0.446,0.558,0.498,1991
"Cocal de Telha","PI",0.481,0.431,0.577,0.434,1991
"Curral de Dentro","MG",0.494,0.469,0.494,0.518,1991
"Granito","PE",0.516,0.406,0.608,0.534,1991
"Ibaretama","CE",0.462,0.405,0.531,0.45,1991
"Jucás","CE",0.47,0.412,0.561,0.437,1991
"Lavandeira","TO",0.528,0.456,0.536,0.591,1991
"Macaparana","PE",0.501,0.474,0.514,0.515,1991
"Muribeca","SE",0.504,0.452,0.511,0.549,1991
"Paramoti","CE",0.469,0.406,0.555,0.446,1991
"Poço Verde","SE",0.483,0.452,0.504,0.493,1991
"Poranga","CE",0.43,0.395,0.548,0.348,1991
"Riachinho","TO",0.444,0.404,0.515,0.414,1991
"Tenente Ananias","RN",0.489,0.424,0.545,0.498,1991
"Vereda","BA",0.522,0.502,0.571,0.494,1991
"Aracatu","BA",0.508,0.373,0.622,0.529,1991
"Biritinga","BA",0.506,0.444,0.538,0.535,1991
"Castelo do Piauí","PI",0.515,0.473,0.59,0.482,1991
"Curralinho","PA",0.517,0.513,0.56,0.479,1991
"Dom Inocêncio","PI",0.523,0.393,0.584,0.593,1991
"Euclides da Cunha","BA",0.453,0.429,0.505,0.424,1991
"Godofredo Viana","MA",0.549,0.499,0.559,0.59,1991
"Januário Cicco","RN",0.486,0.44,0.525,0.492,1991
"João Costa","PI",0.444,0.382,0.563,0.386,1991
"João Dourado","BA",0.472,0.471,0.427,0.519,1991
"Mascote","BA",0.481,0.429,0.576,0.439,1991
"Nova Canaã","BA",0.497,0.47,0.557,0.463,1991
"Nova Soure","BA",0.484,0.464,0.567,0.421,1991
"Olinda Nova do Maranhão","MA",0.476,0.35,0.582,0.495,1991
"Palmeirina","PE",0.499,0.445,0.53,0.522,1991
"Paripiranga","BA",0.509,0.531,0.524,0.473,1991
"Pindobaçu","BA",0.469,0.419,0.52,0.467,1991
"Potengi","CE",0.497,0.426,0.605,0.46,1991
"Tamandaré","PE",0.496,0.442,0.559,0.488,1991
"Tobias Barreto","SE",0.509,0.499,0.504,0.524,1991
"Utinga","BA",0.484,0.485,0.48,0.488,1991
"Abaré","BA",0.51,0.49,0.536,0.504,1991
"Anajás","PA",0.474,0.492,0.644,0.287,1991
"Bela Cruz","CE",0.469,0.448,0.493,0.466,1991
"Belém","PB",0.502,0.444,0.61,0.452,1991
"Benedito Leite","MA",0.484,0.427,0.557,0.469,1991
"Bodó","RN",0.411,0.378,0.45,0.404,1991
"Buriticupu","MA",0.489,0.477,0.566,0.425,1991
"Campo Alegre","AL",0.51,0.495,0.576,0.46,1991
"Caracol","PI",0.486,0.433,0.602,0.422,1991
"Coremas","PB",0.483,0.455,0.531,0.463,1991
"Curral Velho","PB",0.485,0.401,0.57,0.485,1991
"Ponto dos Volantes","MG",0.495,0.417,0.616,0.451,1991
"Queimadas","PB",0.508,0.436,0.558,0.529,1991
"São Domingos do Maranhão","MA",0.48,0.437,0.487,0.517,1991
"São Félix de Balsas","MA",0.515,0.365,0.557,0.624,1991
"São João das Missões","MG",0.503,0.377,0.682,0.45,1991
"São João do Rio do Peixe","PB",0.483,0.399,0.527,0.524,1991
"Sussuapara","PI",0.5,0.436,0.582,0.482,1991
"Touros","RN",0.486,0.468,0.484,0.505,1991
"Atalaia","AL",0.476,0.448,0.632,0.348,1991
"Bacuri","MA",0.482,0.407,0.504,0.535,1991
"Baía da Traição","PB",0.47,0.42,0.542,0.448,1991
"Barra de Santo Antônio","AL",0.462,0.432,0.516,0.439,1991
"Conde","BA",0.475,0.437,0.535,0.453,1991
"Gracho Cardoso","SE",0.472,0.438,0.468,0.509,1991
"Junco do Seridó","PB",0.486,0.414,0.482,0.563,1991
"Lagoa de Pedras","RN",0.451,0.412,0.576,0.365,1991
"Maraú","BA",0.489,0.454,0.604,0.41,1991
"Moraújo","CE",0.495,0.435,0.58,0.469,1991
"Nossa Senhora de Nazaré","PI",0.487,0.404,0.56,0.498,1991
"Nova Colinas","MA",0.45,0.31,0.557,0.482,1991
"Ocara","CE",0.485,0.386,0.565,0.504,1991
