"name","state","idhm","income","longevity","education","year"
"Santa Maria do Herval","RS",0.806,0.693,0.847,0.877,2000
"Sapiranga","RS",0.806,0.725,0.814,0.879,2000
"Sapucaia do Sul","RS",0.806,0.708,0.81,0.9,2000
"Treviso","SC",0.806,0.705,0.812,0.9,2000
"União do Oeste","SC",0.806,0.703,0.855,0.861,2000
"Brodósqui","SP",0.805,0.734,0.809,0.872,2000
"Campo Limpo Paulista","SP",0.805,0.738,0.78,0.898,2000
"Imbituba","SC",0.805,0.693,0.827,0.894,2000
"Itá","SC",0.805,0.737,0.794,0.884,2000
"Lindolfo Collor","RS",0.805,0.688,0.847,0.879,2000
"Pontalina","GO",0.805,0.765,0.804,0.846,2000
"Potirendaba","SP",0.805,0.725,0.84,0.851,2000
"Primavera do Leste","MT",0.805,0.762,0.775,0.879,2000
"Salvador","BA",0.805,0.746,0.744,0.924,2000
"São Leopoldo","RS",0.805,0.76,0.733,0.922,2000
"Vacaria","RS",0.805,0.734,0.798,0.883,2000
"Alto Taquari","MT",0.804,0.777,0.791,0.845,2000
"Analândia","SP",0.804,0.721,0.805,0.886,2000
"Aparecida","SP",0.804,0.735,0.784,0.893,2000
"Ibicaré","SC",0.804,0.696,0.818,0.899,2000
"Ipira","SC",0.804,0.699,0.805,0.908,2000
"Jales","SP",0.804,0.741,0.786,0.884,2000
"Júlio de Castilhos","RS",0.804,0.695,0.828,0.889,2000
"Morro da Fumaça","SC",0.804,0.716,0.832,0.865,2000
"Neves Paulista","SP",0.804,0.732,0.805,0.875,2000
"Otacílio Costa","SC",0.804,0.703,0.826,0.882,2000
"Passo Fundo","RS",0.804,0.775,0.725,0.912,2000
"Petrópolis","RJ",0.804,0.773,0.751,0.888,2000
"Ponta Grossa","PR",0.804,0.735,0.765,0.911,2000
"Sananduva","RS",0.804,0.74,0.784,0.888,2000
"Santa Rosa de Viterbo","SP",0.804,0.724,0.789,0.899,2000
"São João do Polêsine","RS",0.804,0.731,0.784,0.897,2000
"São José do Cedro","SC",0.804,0.691,0.849,0.873,2000
"Sombrio","SC",0.804,0.707,0.829,0.876,2000
"Vargeão","SC",0.804,0.72,0.828,0.864,2000
"Capanema","PR",0.803,0.683,0.857,0.869,2000
"Capivari","SP",0.803,0.736,0.812,0.86,2000
"Cedral","SP",0.803,0.72,0.836,0.852,2000
"Eldorado do Sul","RS",0.803,0.705,0.81,0.893,2000
"Frutal","MG",0.803,0.725,0.83,0.854,2000
"Guarujá do Sul","SC",0.803,0.711,0.829,0.87,2000
"Ijuí","RS",0.803,0.742,0.742,0.926,2000
"Ilha Comprida","SP",0.803,0.736,0.787,0.886,2000
"Mairiporã","SP",0.803,0.784,0.747,0.877,2000
"Nova Palma","RS",0.803,0.713,0.802,0.893,2000
"Nova Ponte","MG",0.803,0.728,0.827,0.854,2000
"Porto Belo","SC",0.803,0.734,0.816,0.859,2000
"Pranchita","PR",0.803,0.697,0.858,0.855,2000
"Rafard","SP",0.803,0.72,0.812,0.877,2000
"Rio das Antas","SC",0.803,0.684,0.837,0.888,2000
"Santa Cruz da Conceição","SP",0.803,0.743,0.792,0.873,2000
"Santana do Livramento","RS",0.803,0.729,0.786,0.895,2000
"Santo Cristo","RS",0.803,0.674,0.795,0.941,2000
"Sapezal","MT",0.803,0.763,0.807,0.838,2000
"Água Santa","RS",0.802,0.7,0.826,0.88,2000
"Anhanguera","GO",0.802,0.649,0.804,0.952,2000
"Bagé","RS",0.802,0.722,0.786,0.898,2000
"Bariri","SP",0.802,0.744,0.812,0.851,2000
"Barretos","SP",0.802,0.772,0.734,0.9,2000
"Benedito Novo","SC",0.802,0.696,0.829,0.882,2000
"Bento de Abreu","SP",0.802,0.683,0.86,0.862,2000
"Caldas Novas","GO",0.802,0.751,0.749,0.905,2000
"Campo Alegre de Goiás","GO",0.802,0.722,0.804,0.88,2000
"Caraguatatuba","SP",0.802,0.739,0.783,0.883,2000
"Coroados","SP",0.802,0.692,0.835,0.88,2000
"Cruzeiro do Sul","RS",0.802,0.711,0.819,0.877,2000
"Doutor Pedrinho","SC",0.802,0.72,0.806,0.879,2000
"Dumont","SP",0.802,0.742,0.794,0.871,2000
"Guararapes","SP",0.802,0.711,0.826,0.87,2000
"Humaitá","RS",0.802,0.675,0.807,0.924,2000
"Iturama","MG",0.802,0.744,0.799,0.864,2000
"Porto Ferreira","SP",0.802,0.745,0.78,0.88,2000
"Porto Mauá","RS",0.802,0.639,0.867,0.901,2000
"Quilombo","SC",0.802,0.702,0.83,0.874,2000
"Três Coroas","RS",0.802,0.729,0.801,0.877,2000
"Tuparendi","RS",0.802,0.693,0.795,0.918,2000
"Vargem Grande do Sul","SP",0.802,0.715,0.85,0.842,2000
"Vargem Grande Paulista","SP",0.802,0.723,0.783,0.9,2000
"Araucária","PR",0.801,0.689,0.813,0.901,2000
"Brochier","RS",0.801,0.697,0.825,0.882,2000
"Ibiporã","PR",0.801,0.711,0.824,0.868,2000
"Ibirá","SP",0.801,0.711,0.85,0.842,2000
"Ibiraiaras","RS",0.801,0.729,0.781,0.893,2000
"Itaara","RS",0.801,0.703,0.845,0.856,2000
"Itaqui","RS",0.801,0.668,0.856,0.88,2000
"Jandira","SP",0.801,0.72,0.772,0.911,2000
"Luz","MG",0.801,0.76,0.772,0.872,2000
"Mairinque","SP",0.801,0.719,0.79,0.894,2000
"Mato Leitão","RS",0.801,0.686,0.829,0.887,2000
"Moji das Cruzes","SP",0.801,0.767,0.725,0.91,2000
"Muzambinho","MG",0.801,0.742,0.802,0.859,2000
"Nova Mutum","MT",0.801,0.771,0.767,0.866,2000
"Nova Serrana","MG",0.801,0.76,0.839,0.803,2000
"Ouro Branco","MG",0.801,0.718,0.771,0.913,2000
"Piquete","SP",0.801,0.717,0.784,0.901,2000
"Rio Negro","PR",0.801,0.706,0.804,0.892,2000
"São Simão","SP",0.801,0.732,0.777,0.895,2000
"Campo Verde","MT",0.8,0.747,0.786,0.868,2000
"Dracena","SP",0.8,0.757,0.753,0.89,2000
"Floreal","SP",0.8,0.718,0.82,0.861,2000
"Itatiaia","RJ",0.8,0.723,0.783,0.895,2000
"Jacutinga","RS",0.8,0.679,0.818,0.902,2000
"Lauro Muller","SC",0.8,0.681,0.822,0.897,2000
"Louveira","SP",0.8,0.746,0.78,0.874,2000
"Palmas","TO",0.8,0.754,0.712,0.934,2000
"Piuí","MG",0.8,0.744,0.818,0.837,2000
"Porto Feliz","SP",0.8,0.719,0.817,0.864,2000
"Salete","SC",0.8,0.683,0.837,0.881,2000
"São Luiz Gonzaga","RS",0.8,0.694,0.806,0.899,2000
"Sumaré","SP",0.8,0.72,0.805,0.874,2000
"Tupã","SP",0.8,0.752,0.765,0.884,2000
"Turiúba","SP",0.8,0.689,0.849,0.862,2000
"Umuarama","PR",0.8,0.732,0.769,0.898,2000
"Vanini","RS",0.8,0.704,0.812,0.884,2000
"Águas Frias","SC",0.799,0.708,0.785,0.903,2000
"Alfredo Marcondes","SP",0.799,0.686,0.853,0.858,2000
"Apucarana","PR",0.799,0.718,0.803,0.877,2000
"Araxá","MG",0.799,0.745,0.751,0.901,2000
"Bicas","MG",0.799,0.739,0.784,0.873,2000
"Bom Despacho","MG",0.799,0.729,0.786,0.883,2000
"Braço do Trombudo","SC",0.799,0.686,0.844,0.868,2000
"Carazinho","RS",0.799,0.733,0.752,0.912,2000
"Catuípe","RS",0.799,0.689,0.821,0.887,2000
"Cosmópolis","SP",0.799,0.726,0.787,0.884,2000
"Laranjal Paulista","SP",0.799,0.752,0.779,0.866,2000
"Major Gercino","SC",0.799,0.696,0.851,0.85,2000
"Mariópolis","PR",0.799,0.69,0.816,0.89,2000
"Palmitos","SC",0.799,0.727,0.803,0.867,2000
"Patrocínio","MG",0.799,0.716,0.823,0.859,2000
"Paulista","PE",0.799,0.668,0.829,0.9,2000
"Pedras Grandes","SC",0.799,0.689,0.834,0.873,2000
"Piçarras","SC",0.799,0.737,0.774,0.887,2000
"Rio d'Oeste","SC",0.799,0.713,0.805,0.88,2000
"Santa Helena","PR",0.799,0.699,0.789,0.909,2000
"Santa Vitória do Palmar","RS",0.799,0.776,0.727,0.894,2000
"Andradina","SP",0.798,0.754,0.763,0.876,2000
"Arroio Trinta","SC",0.798,0.691,0.813,0.891,2000
"Arvorezinha","RS",0.798,0.713,0.827,0.854,2000
"Barbacena","MG",0.798,0.716,0.791,0.888,2000
"Bastos","SP",0.798,0.693,0.843,0.859,2000
"Boituva","SP",0.798,0.741,0.774,0.879,2000
"Costa Rica","MS",0.798,0.749,0.781,0.863,2000
"David Canabarro","RS",0.798,0.7,0.827,0.867,2000
"Gravatal","SC",0.798,0.684,0.834,0.877,2000
"Guararema","SP",0.798,0.752,0.792,0.851,2000
"Guarulhos","SP",0.798,0.748,0.738,0.907,2000
"Herval d'Oeste","SC",0.798,0.697,0.788,0.909,2000
"Ipumirim","SC",0.798,0.704,0.805,0.885,2000
"Irani","SC",0.798,0.706,0.794,0.894,2000
"Itabira","MG",0.798,0.704,0.797,0.894,2000
"Itajobi","SP",0.798,0.695,0.855,0.843,2000
"Nova Alvorada","RS",0.798,0.714,0.814,0.867,2000
"Nova Esperança do Sul","RS",0.798,0.668,0.856,0.871,2000
"Osvaldo Cruz","SP",0.798,0.736,0.779,0.88,2000
"Ouro Fino","MG",0.798,0.73,0.826,0.837,2000
"Pradópolis","SP",0.798,0.713,0.808,0.872,2000
"São Borja","RS",0.798,0.692,0.789,0.912,2000
"São Sebastião","SP",0.798,0.755,0.761,0.877,2000
"São Vicente","SP",0.798,0.741,0.749,0.904,2000
"Soledade","RS",0.798,0.706,0.833,0.855,2000
"Viradouro","SP",0.798,0.705,0.8,0.888,2000
"Zortéa","SC",0.798,0.667,0.823,0.905,2000
"Alto Alegre","RS",0.797,0.696,0.807,0.887,2000
"Forquilhinha","SC",0.797,0.727,0.782,0.882,2000
"Ibiá","MG",0.797,0.767,0.791,0.833,2000
"Jacutinga","MG",0.797,0.76,0.824,0.806,2000
"Mariano Moro","RS",0.797,0.712,0.803,0.876,2000
"Mirandopólis","SP",0.797,0.711,0.795,0.884,2000
"Passos","MG",0.797,0.731,0.785,0.875,2000
"Piratininga","SP",0.797,0.748,0.786,0.858,2000
"Recife","PE",0.797,0.77,0.727,0.894,2000
"Regente Feijó","SP",0.797,0.722,0.805,0.865,2000
"Rio do Campo","SC",0.797,0.677,0.85,0.863,2000
"Sacramento","MG",0.797,0.709,0.806,0.876,2000
"São Martinho","RS",0.797,0.689,0.787,0.915,2000
"Artur Nogueira","SP",0.796,0.734,0.801,0.853,2000
"Braúna","SP",0.796,0.697,0.833,0.859,2000
"Cássia dos Coqueiros","SP",0.796,0.689,0.831,0.869,2000
"Caxambu","MG",0.796,0.705,0.813,0.871,2000
"Conchas","SP",0.796,0.757,0.774,0.856,2000
"Constantina","RS",0.796,0.679,0.842,0.868,2000
"Descanso","SC",0.796,0.671,0.823,0.894,2000
"Guaxupé","MG",0.796,0.725,0.811,0.852,2000
"Iguaba Grande","RJ",0.796,0.742,0.766,0.88,2000
"Itaú de Minas","MG",0.796,0.704,0.772,0.913,2000
"Leme","SP",0.796,0.734,0.793,0.86,2000
"Nicolau Vergueiro","RS",0.796,0.683,0.824,0.88,2000
"Nova Hartz","RS",0.796,0.685,0.818,0.884,2000
"Pejuçara","RS",0.796,0.722,0.759,0.906,2000
"Pinheiral","RJ",0.796,0.688,0.789,0.91,2000
"Praia Grande","SP",0.796,0.763,0.733,0.891,2000
"Salto Veloso","SC",0.796,0.722,0.777,0.889,2000
"Santa Branca","SP",0.796,0.705,0.799,0.884,2000
"Santa Cruz das Palmeiras","SP",0.796,0.719,0.812,0.856,2000
"Santo Antônio do Pinhal","SP",0.796,0.714,0.835,0.839,2000
"São José dos Pinhais","PR",0.796,0.731,0.764,0.893,2000
"São Lourenço d'Oeste","SC",0.796,0.71,0.795,0.882,2000
"Serranópolis do Iguaçu","PR",0.796,0.694,0.792,0.902,2000
"Silveira Martins","RS",0.796,0.697,0.802,0.889,2000
"Treze de Maio","SC",0.796,0.714,0.818,0.855,2000
"Adolfo","SP",0.795,0.686,0.863,0.837,2000
"Alto Bela Vista","SC",0.795,0.684,0.794,0.908,2000
"Alto Garças","MT",0.795,0.738,0.791,0.855,2000
"Armazém","SC",0.795,0.7,0.833,0.852,2000
"Botuverá","SC",0.795,0.695,0.824,0.866,2000
"Campina Verde","MG",0.795,0.705,0.83,0.851,2000
"Canelinha","SC",0.795,0.701,0.851,0.834,2000
"Cidade Ocidental","GO",0.795,0.7,0.77,0.915,2000
"Comendador Gomes","MG",0.795,0.732,0.812,0.84,2000
"Cruzeiro da Fortaleza","MG",0.795,0.701,0.804,0.881,2000
"Formosa do Sul","SC",0.795,0.686,0.83,0.87,2000
"Ilhota","SC",0.795,0.696,0.816,0.873,2000
"Ipauçu","SP",0.795,0.694,0.832,0.86,2000
"Itanhandu","MG",0.795,0.728,0.797,0.86,2000
"Jaguari","RS",0.795,0.692,0.807,0.887,2000
"Jumirim","SP",0.795,0.715,0.812,0.859,2000
"Lobato","PR",0.795,0.701,0.828,0.856,2000
"Luís Antônio","SP",0.795,0.717,0.777,0.891,2000
"Marema","SC",0.795,0.714,0.828,0.844,2000
"Marques de Souza","RS",0.795,0.702,0.809,0.873,2000
"Riqueza","SC",0.795,0.664,0.871,0.849,2000
"Santa Rosa de Lima","SC",0.795,0.666,0.834,0.885,2000
"São Pedro de Alcântara","SC",0.795,0.666,0.839,0.88,2000
"Ubatuba","SP",0.795,0.733,0.783,0.869,2000
"Urupês","SP",0.795,0.715,0.81,0.859,2000
"Valparaíso de Goiás","GO",0.795,0.716,0.767,0.902,2000
"Várzea Paulista","SP",0.795,0.701,0.785,0.898,2000
"Aracaju","SE",0.794,0.752,0.729,0.901,2000
"Aramina","SP",0.794,0.7,0.82,0.861,2000
"Balneário Arroio do Silva","SC",0.794,0.706,0.767,0.908,2000
"Barra do Ribeiro","RS",0.794,0.7,0.808,0.873,2000
"Borá","SP",0.794,0.686,0.85,0.845,2000
"Cachoeira Paulista","SP",0.794,0.711,0.784,0.886,2000
"Caiçara","RS",0.794,0.668,0.837,0.878,2000
"Campos Novos","SC",0.794,0.695,0.816,0.872,2000
"Cataguases","MG",0.794,0.698,0.805,0.879,2000
"Dona Emma","SC",0.794,0.691,0.805,0.887,2000
"Erval Velho","SC",0.794,0.688,0.818,0.876,2000
"Estiva Gerbi","SP",0.794,0.694,0.805,0.882,2000
"Florestal","MG",0.794,0.678,0.829,0.876,2000
"Fronteira","MG",0.794,0.703,0.816,0.863,2000
"Itapira","SP",0.794,0.755,0.762,0.864,2000
"Jaborá","SC",0.794,0.692,0.818,0.871,2000
"Modelo","SC",0.794,0.681,0.79,0.912,2000
"Montividiu","GO",0.794,0.766,0.776,0.839,2000
"Pedregulho","SP",0.794,0.685,0.846,0.852,2000
"Perdigão","MG",0.794,0.706,0.829,0.847,2000
"Pongaí","SP",0.794,0.712,0.831,0.838,2000
"Sangão","SC",0.794,0.721,0.836,0.826,2000
"Santa Cruz da Esperança","SP",0.794,0.686,0.831,0.865,2000
"Taquari","RS",0.794,0.705,0.792,0.886,2000
"Tatuí","SP",0.794,0.742,0.774,0.865,2000
"Três Arroios","RS",0.794,0.687,0.797,0.897,2000
"Água Comprida","MG",0.793,0.705,0.82,0.855,2000
"Alegrete","RS",0.793,0.708,0.753,0.917,2000
"Ampére","PR",0.793,0.684,0.809,0.887,2000
"Caçador","SC",0.793,0.711,0.786,0.882,2000
"Cambé","PR",0.793,0.704,0.798,0.878,2000
"Carapicuíba","SP",0.793,0.711,0.772,0.897,2000
"Condor","RS",0.793,0.688,0.795,0.896,2000
"Conselheiro Lafaiete","MG",0.793,0.7,0.771,0.909,2000
"Faxinal do Soturno","RS",0.793,0.705,0.775,0.9,2000
"Formiga","MG",0.793,0.698,0.825,0.855,2000
"Gurupi","TO",0.793,0.689,0.778,0.913,2000
"Itapoá","SC",0.793,0.728,0.765,0.887,2000
"Jaguaruna","SC",0.793,0.706,0.804,0.868,2000
"Jataí","GO",0.793,0.728,0.776,0.874,2000
"Laguna","SC",0.793,0.693,0.804,0.882,2000
"Matinhos","PR",0.793,0.717,0.767,0.894,2000
"Meleiro","SC",0.793,0.759,0.748,0.872,2000
"Paim Filho","RS",0.793,0.711,0.794,0.873,2000
"Paraíso","SP",0.793,0.691,0.853,0.834,2000
"Rio Grande","RS",0.793,0.735,0.727,0.918,2000
"Santo Antônio do Palma","RS",0.793,0.695,0.821,0.862,2000
"São Domingos","SC",0.793,0.729,0.789,0.862,2000
"Sede Nova","RS",0.793,0.653,0.848,0.879,2000
"União da Vitória","PR",0.793,0.717,0.758,0.905,2000
"Venâncio Aires","RS",0.793,0.701,0.795,0.884,2000
"Viadutos","RS",0.793,0.693,0.803,0.882,2000
"Aratiba","RS",0.792,0.662,0.818,0.896,2000
"Balneário Pinhal","RS",0.792,0.726,0.76,0.89,2000
"Barra Velha","SC",0.792,0.709,0.791,0.876,2000
"Bertioga","SP",0.792,0.744,0.749,0.882,2000
"Cabo Frio","RJ",0.792,0.731,0.764,0.881,2000
"Carmo do Paranaíba","MG",0.792,0.712,0.829,0.836,2000
"Clementina","SP",0.792,0.67,0.84,0.866,2000
"Coronel Barros","RS",0.792,0.674,0.795,0.906,2000
"Engenheiro Coelho","SP",0.792,0.724,0.793,0.858,2000
"Estrela d'Oeste","SP",0.792,0.705,0.824,0.848,2000
"Ilópolis","RS",0.792,0.708,0.795,0.874,2000
"Itamonte","MG",0.792,0.685,0.836,0.854,2000
"Marcelino Ramos","RS",0.792,0.687,0.803,0.885,2000
"Medeiros","MG",0.792,0.733,0.818,0.825,2000
"Nova Era","MG",0.792,0.671,0.81,0.896,2000
"Olinda","PE",0.792,0.699,0.789,0.889,2000
"Ouro Verde","SC",0.792,0.68,0.828,0.867,2000
"Parapuã","SP",0.792,0.747,0.79,0.839,2000
"Piracaia","SP",0.792,0.722,0.801,0.854,2000
"Pontal","SP",0.792,0.753,0.777,0.845,2000
"Quatá","SP",0.792,0.706,0.803,0.868,2000
"Sabino","SP",0.792,0.704,0.82,0.852,2000
"Santa Bárbara do Sul","RS",0.792,0.704,0.778,0.893,2000
"Santo Anastácio","SP",0.792,0.702,0.81,0.865,2000
"São Jorge do Ivaí","PR",0.792,0.705,0.805,0.866,2000
"São José da Barra","MG",0.792,0.712,0.817,0.848,2000
"Tambaú","SP",0.792,0.699,0.8,0.877,2000
"Tanabi","SP",0.792,0.724,0.809,0.843,2000
"Tapiratiba","SP",0.792,0.708,0.802,0.865,2000
"Tupi Paulista","SP",0.792,0.734,0.762,0.881,2000
"Armação de Búzios","RJ",0.791,0.763,0.732,0.878,2000
"Barra do Garças","MT",0.791,0.719,0.738,0.915,2000
"Bofete","SP",0.791,0.707,0.831,0.836,2000
"Cândido Godói","RS",0.791,0.654,0.794,0.924,2000
"Cornélio Procópio","PR",0.791,0.734,0.743,0.897,2000
"Francisco Beltrão","PR",0.791,0.729,0.727,0.918,2000
"Mandaguari","PR",0.791,0.687,0.799,0.888,2000
"Miguelópolis","SP",0.791,0.709,0.83,0.833,2000
"Nova Europa","SP",0.791,0.709,0.813,0.852,2000
"Oriente","SP",0.791,0.696,0.816,0.86,2000
"Penha","SC",0.791,0.703,0.808,0.861,2000
"Piraju","SP",0.791,0.739,0.763,0.871,2000
"Pitangui","MG",0.791,0.681,0.837,0.856,2000
"Quatis","RJ",0.791,0.686,0.818,0.868,2000
"Rio das Pedras","SP",0.791,0.724,0.767,0.882,2000
"Rondonópolis","MT",0.791,0.722,0.761,0.89,2000
"Sarandi","RS",0.791,0.721,0.752,0.899,2000
"Sete Lagoas","MG",0.791,0.714,0.759,0.9,2000
"Três Cachoeiras","RS",0.791,0.702,0.818,0.854,2000
"Vargem Bonita","SC",0.791,0.667,0.797,0.908,2000
"Vera Cruz","RS",0.791,0.681,0.789,0.903,2000
"Arealva","SP",0.79,0.71,0.804,0.855,2000
"Arraial do Cabo","RJ",0.79,0.727,0.731,0.912,2000
"Bom Retiro do Sul","RS",0.79,0.711,0.771,0.887,2000
"Buritama","SP",0.79,0.719,0.801,0.851,2000
"Cândido Mota","SP",0.79,0.701,0.803,0.867,2000
"Catanduvas","SC",0.79,0.708,0.777,0.884,2000
"Diadema","SP",0.79,0.721,0.749,0.901,2000
"Getúlio Vargas","RS",0.79,0.704,0.772,0.894,2000
"Governador Celso Ramos","SC",0.79,0.681,0.83,0.86,2000
"Hortolândia","SP",0.79,0.7,0.787,0.883,2000
"Ibaté","SP",0.79,0.687,0.813,0.87,2000
"Iconha","ES",0.79,0.732,0.808,0.83,2000
"Igarapava","SP",0.79,0.719,0.765,0.886,2000
"Ipiguá","SP",0.79,0.697,0.829,0.844,2000
"Macaé","RJ",0.79,0.77,0.71,0.889,2000
"Mangaratiba","RJ",0.79,0.741,0.74,0.889,2000
"Mirim Doce","SC",0.79,0.718,0.796,0.855,2000
"Missal","PR",0.79,0.686,0.786,0.898,2000
"Morro Grande","SC",0.79,0.665,0.856,0.849,2000
"Nova Granada","SP",0.79,0.696,0.828,0.847,2000
"Presidente Bernardes","SP",0.79,0.699,0.805,0.865,2000
"Santo Antônio de Posse","SP",0.79,0.735,0.793,0.843,2000
"São Jerônimo","RS",0.79,0.727,0.774,0.869,2000
"Teresópolis","RJ",0.79,0.758,0.751,0.861,2000
"Várzea Grande","MT",0.79,0.693,0.773,0.903,2000
"Barra do Jacaré","PR",0.789,0.655,0.863,0.85,2000
"Caeté","MG",0.789,0.7,0.778,0.888,2000
"Campinas do Sul","RS",0.789,0.699,0.772,0.896,2000
"Contagem","MG",0.789,0.714,0.751,0.901,2000
"Cordeiro","RJ",0.789,0.711,0.787,0.869,2000
"Coronel Fabriciano","MG",0.789,0.701,0.787,0.88,2000
"Guarapari","ES",0.789,0.712,0.784,0.872,2000
"Ibitinga","SP",0.789,0.74,0.776,0.851,2000
"Indiana","SP",0.789,0.698,0.786,0.882,2000
"Ituverava","SP",0.789,0.759,0.745,0.863,2000
"Machado","MG",0.789,0.733,0.785,0.85,2000
"Nova Santa Rita","RS",0.789,0.713,0.775,0.878,2000
"Passo de Torres","SC",0.789,0.673,0.816,0.877,2000
"Paverama","RS",0.789,0.669,0.827,0.87,2000
"Pedrinópolis","MG",0.789,0.707,0.8,0.859,2000
"Pontal do Araguaia","MT",0.789,0.674,0.802,0.89,2000
"Rancharia","SP",0.789,0.702,0.805,0.859,2000
"Rio Negrinho","SC",0.789,0.69,0.78,0.898,2000
"Santa Rita do Sapucaí","MG",0.789,0.733,0.792,0.843,2000
"Santa Teresa","ES",0.789,0.708,0.831,0.827,2000
"Taiúva","SP",0.789,0.722,0.791,0.853,2000
"Américo Brasiliense","SP",0.788,0.689,0.803,0.872,2000
"Anápolis","GO",0.788,0.721,0.754,0.889,2000
"Arujá","SP",0.788,0.745,0.727,0.893,2000
"Bambuí","MG",0.788,0.692,0.811,0.86,2000
"Cachoeira do Sul","RS",0.788,0.719,0.766,0.879,2000
"Cafelândia","SP",0.788,0.732,0.781,0.851,2000
"Cambuquira","MG",0.788,0.703,0.827,0.833,2000
"Capitão","RS",0.788,0.718,0.771,0.876,2000
"Cascalho Rico","MG",0.788,0.683,0.815,0.865,2000
"Congonhas","MG",0.788,0.674,0.771,0.92,2000
"Diamantino","MT",0.788,0.72,0.769,0.876,2000
"Divinolândia","SP",0.788,0.686,0.815,0.862,2000
"Dourados","MS",0.788,0.729,0.758,0.878,2000
"Formosa do Oeste","PR",0.788,0.652,0.847,0.865,2000
"Foz do Iguaçu","PR",0.788,0.739,0.721,0.905,2000
"Guarujá","SP",0.788,0.73,0.749,0.885,2000
"Itapagipe","MG",0.788,0.693,0.816,0.855,2000
"Jaciara","MT",0.788,0.699,0.79,0.875,2000
"Mafra","SC",0.788,0.693,0.78,0.892,2000
"Mineiros do Tietê","SP",0.788,0.72,0.812,0.831,2000
"Morungaba","SP",0.788,0.745,0.762,0.856,2000
"Natal","RN",0.788,0.746,0.73,0.887,2000
"Nilópolis","RJ",0.788,0.724,0.708,0.933,2000
"Paraguaçu","MG",0.788,0.71,0.816,0.839,2000
"Pardinho","SP",0.788,0.69,0.848,0.825,2000
"Pereira Barreto","SP",0.788,0.699,0.795,0.871,2000
"Pinhalzinho","SP",0.788,0.707,0.812,0.845,2000
"Pontal do Paraná","PR",0.788,0.707,0.774,0.883,2000
"Rubinéia","SP",0.788,0.695,0.795,0.875,2000
"Santa Clara do Sul","RS",0.788,0.697,0.78,0.888,2000
"Três Ranchos","GO",0.788,0.657,0.804,0.902,2000
"Triunfo","RS",0.788,0.715,0.774,0.876,2000
"Uruguaiana","RS",0.788,0.719,0.753,0.892,2000
"Alumínio","SP",0.787,0.724,0.734,0.903,2000
"Assis Chateaubriand","PR",0.787,0.749,0.726,0.887,2000
"Auriflama","SP",0.787,0.734,0.785,0.842,2000
"Botelhos","MG",0.787,0.745,0.824,0.792,2000
"Cachoeira da Prata","MG",0.787,0.681,0.776,0.904,2000
"Cafelândia","PR",0.787,0.703,0.742,0.917,2000
"Catiguá","SP",0.787,0.688,0.84,0.833,2000
"Espumoso","RS",0.787,0.704,0.807,0.851,2000
"Garuva","SC",0.787,0.687,0.813,0.86,2000
"Itaperuna","RJ",0.787,0.702,0.8,0.859,2000
"Joviânia","GO",0.787,0.739,0.762,0.859,2000
"Mariana Pimentel","RS",0.787,0.661,0.847,0.853,2000
"Miraselva","PR",0.787,0.668,0.856,0.836,2000
"Ouro Preto","MG",0.787,0.697,0.754,0.911,2000
"Ouroeste","SP",0.787,0.695,0.784,0.883,2000
"Palmares do Sul","RS",0.787,0.683,0.817,0.86,2000
"Palmelo","GO",0.787,0.673,0.846,0.841,2000
"Paranavaí","PR",0.787,0.732,0.744,0.886,2000
"Poloni","SP",0.787,0.72,0.788,0.853,2000
"Santa Carmem","MT",0.787,0.747,0.802,0.811,2000
"Santa Helena","SC",0.787,0.661,0.829,0.871,2000
"São João do Itaperiú","SC",0.787,0.694,0.808,0.859,2000
"São José do Ouro","RS",0.787,0.695,0.734,0.932,2000
"Senador Salgado Filho","RS",0.787,0.626,0.844,0.89,2000
"Tupanciretã","RS",0.787,0.684,0.803,0.874,2000
"Aguaí","SP",0.786,0.729,0.776,0.853,2000
"Agudo","RS",0.786,0.712,0.804,0.843,2000
"Agudos","SP",0.786,0.705,0.763,0.889,2000
"Alto Araguaia","MT",0.786,0.683,0.813,0.861,2000
"Augusto Pestana","RS",0.786,0.686,0.76,0.911,2000
"Balneário Gaivota","SC",0.786,0.676,0.806,0.877,2000
"Cajamar","SP",0.786,0.724,0.737,0.897,2000
"Cambuí","MG",0.786,0.699,0.801,0.858,2000
"Campos Altos","MG",0.786,0.695,0.827,0.837,2000
"Coromandel","MG",0.786,0.695,0.826,0.838,2000
"Crissiumal","RS",0.786,0.643,0.8,0.916,2000
"Cruzália","SP",0.786,0.697,0.795,0.865,2000
"Dois Córregos","SP",0.786,0.745,0.773,0.84,2000
"Fama","MG",0.786,0.702,0.816,0.84,2000
"Fortaleza","CE",0.786,0.729,0.744,0.884,2000
"Iguatama","MG",0.786,0.701,0.789,0.869,2000
"Inúbia Paulista","SP",0.786,0.673,0.85,0.836,2000
"Ipeúna","SP",0.786,0.736,0.77,0.852,2000
"Itabirito","MG",0.786,0.696,0.756,0.907,2000
"Itapejara d'Oeste","PR",0.786,0.67,0.808,0.881,2000
"Itapetininga","SP",0.786,0.738,0.748,0.872,2000
"Maricá","RJ",0.786,0.736,0.742,0.881,2000
"Nova Andradina","MS",0.786,0.699,0.801,0.859,2000
"Parobé","RS",0.786,0.689,0.775,0.895,2000
"Pirajuba","MG",0.786,0.71,0.806,0.841,2000
"Pouso Redondo","SC",0.786,0.683,0.824,0.851,2000
