"name","state","idhm","income","longevity","education","year"
"Quixabá","PE",0.581,0.445,0.613,0.686,2000
"Solidão","PE",0.581,0.442,0.613,0.689,2000
"Alto Longá","PI",0.58,0.468,0.656,0.615,2000
"Bom Jesus","PB",0.58,0.497,0.564,0.679,2000
"Bom Jesus das Selvas","MA",0.58,0.496,0.587,0.658,2000
"Bonito de Minas","MG",0.58,0.423,0.655,0.662,2000
"Brasileira","PI",0.58,0.473,0.654,0.614,2000
"Caém","BA",0.58,0.472,0.568,0.7,2000
"Caetanos","BA",0.58,0.461,0.648,0.63,2000
"Calumbi","PE",0.58,0.475,0.613,0.652,2000
"Campo Alegre de Lourdes","BA",0.58,0.464,0.626,0.651,2000
"Campos Lindos","TO",0.58,0.43,0.591,0.72,2000
"Canindé de São Francisco","SE",0.58,0.527,0.584,0.628,2000
"Capitão Gervásio Oliveira","PI",0.58,0.437,0.619,0.684,2000
"Catarina","CE",0.58,0.444,0.615,0.68,2000
"Coronel José Dias","PI",0.58,0.481,0.595,0.663,2000
"Heliópolis","BA",0.58,0.498,0.589,0.652,2000
"Ibateguara","AL",0.58,0.486,0.684,0.57,2000
"Jaramataia","AL",0.58,0.478,0.629,0.634,2000
"Jardim do Mulato","PI",0.58,0.457,0.643,0.639,2000
"Lagoa da Canoa","AL",0.58,0.461,0.634,0.644,2000
"Mãe d'Água","PB",0.58,0.462,0.599,0.678,2000
"Montadas","PB",0.58,0.497,0.556,0.686,2000
"Murici","AL",0.58,0.498,0.615,0.628,2000
"São Caitano","PE",0.58,0.531,0.58,0.63,2000
"São Miguel do Tocantins","TO",0.58,0.454,0.565,0.722,2000
"Triunfo","PB",0.58,0.507,0.561,0.673,2000
"Vila Nova do Piauí","PI",0.58,0.491,0.592,0.656,2000
"Xique-Xique","BA",0.58,0.49,0.507,0.744,2000
"Barra do Rocha","BA",0.579,0.499,0.57,0.669,2000
"Bernardo do Mearim","MA",0.579,0.478,0.585,0.674,2000
"Brejo da Madre de Deus","PE",0.579,0.547,0.624,0.567,2000
"Chaval","CE",0.579,0.48,0.57,0.686,2000
"Nazarezinho","PB",0.579,0.468,0.623,0.647,2000
"Patos do Piauí","PI",0.579,0.483,0.632,0.623,2000
"Praia Norte","TO",0.579,0.426,0.58,0.732,2000
"Quipapá","PE",0.579,0.488,0.664,0.585,2000
"Ruy Barbosa","RN",0.579,0.474,0.602,0.661,2000
"Santa Cruz","PE",0.579,0.46,0.668,0.609,2000
"Santana do São Francisco","SE",0.579,0.482,0.551,0.703,2000
"Santarém","PB",0.579,0.495,0.561,0.682,2000
"São Gonçalo do Gurguéia","PI",0.579,0.479,0.545,0.713,2000
"Aliança","PE",0.578,0.493,0.578,0.663,2000
"Arataca","BA",0.578,0.489,0.57,0.675,2000
"Bento Fernandes","RN",0.578,0.458,0.594,0.683,2000
"Caraíbas","BA",0.578,0.492,0.59,0.652,2000
"Colônia Leopoldina","AL",0.578,0.496,0.598,0.64,2000
"Garrafão do Norte","PA",0.578,0.485,0.637,0.613,2000
"Mulungu do Morro","BA",0.578,0.432,0.566,0.735,2000
"São Julião","PI",0.578,0.53,0.565,0.64,2000
"Umirim","CE",0.578,0.451,0.616,0.668,2000
"Assaré","CE",0.577,0.47,0.647,0.613,2000
"Bequimão","MA",0.577,0.43,0.553,0.748,2000
"Cachoeira dos Índios","PB",0.577,0.496,0.561,0.674,2000
"Cristinápolis","SE",0.577,0.517,0.585,0.63,2000
"Japurá","AM",0.577,0.441,0.681,0.609,2000
"Planaltino","BA",0.577,0.491,0.635,0.606,2000
"Pureza","RN",0.577,0.477,0.544,0.711,2000
"Santana do Piauí","PI",0.577,0.482,0.632,0.617,2000
"São José do Jacuípe","BA",0.577,0.485,0.568,0.679,2000
"Triunfo Potiguar","RN",0.577,0.486,0.573,0.673,2000
"Alagoinha do Piauí","PI",0.576,0.535,0.62,0.573,2000
"Altaneira","CE",0.576,0.484,0.596,0.647,2000
"Baixa Grande do Ribeiro","PI",0.576,0.472,0.615,0.64,2000
"Caiçara","PB",0.576,0.488,0.574,0.665,2000
"Granjeiro","CE",0.576,0.435,0.619,0.673,2000
"Matinhas","PB",0.576,0.477,0.606,0.645,2000
"Panelas","PE",0.576,0.487,0.617,0.625,2000
"Sampaio","TO",0.576,0.446,0.532,0.749,2000
"Santo Antônio dos Lopes","MA",0.576,0.483,0.606,0.638,2000
"São João da Varjota","PI",0.576,0.464,0.631,0.633,2000
"Serra Redonda","PB",0.576,0.518,0.57,0.639,2000
"Barra de Santa Rosa","PB",0.575,0.478,0.587,0.661,2000
"Barra de Santana","PB",0.575,0.461,0.619,0.646,2000
"Beruri","AM",0.575,0.477,0.642,0.605,2000
"Buíque","PE",0.575,0.456,0.692,0.578,2000
"Carauari","AM",0.575,0.507,0.604,0.615,2000
"Cumaru","PE",0.575,0.446,0.657,0.622,2000
"Desterro","PB",0.575,0.48,0.56,0.686,2000
"Gentio do Ouro","BA",0.575,0.452,0.57,0.704,2000
"Hugo Napoleão","PI",0.575,0.485,0.592,0.647,2000
"Jandaíra","BA",0.575,0.453,0.624,0.647,2000
"Lagoa","PB",0.575,0.484,0.618,0.622,2000
"Lagoa dos Rodrigues","MA",0.575,0.465,0.581,0.679,2000
"Malhada","BA",0.575,0.457,0.579,0.688,2000
"Nazaré do Piauí","PI",0.575,0.453,0.618,0.653,2000
"Pai Pedro","MG",0.575,0.486,0.603,0.635,2000
"Pedra Preta","RN",0.575,0.469,0.594,0.663,2000
"Presidente Médici","MA",0.575,0.467,0.555,0.703,2000
"Seridó","PB",0.575,0.448,0.594,0.682,2000
"Taperoá","PB",0.575,0.486,0.538,0.701,2000
"Wenceslau Guimarães","BA",0.575,0.476,0.664,0.586,2000
"Alvorada do Gurguéia","PI",0.574,0.49,0.545,0.687,2000
"Aurelino Leal","BA",0.574,0.465,0.57,0.687,2000
"Avelino Lopes","PI",0.574,0.465,0.561,0.696,2000
"Bonito de Santa Fé","PB",0.574,0.518,0.54,0.663,2000
"Cícero Dantas","BA",0.574,0.546,0.522,0.654,2000
"Diamante","PB",0.574,0.464,0.585,0.674,2000
"Itiúba","BA",0.574,0.479,0.519,0.725,2000
"Lagoa do Sítio","PI",0.574,0.469,0.619,0.633,2000
"Lagoa do Tocantins","TO",0.574,0.425,0.545,0.752,2000
"Nova Iorque","MA",0.574,0.491,0.562,0.67,2000
"Pimenteiras","PI",0.574,0.451,0.665,0.605,2000
"Poço de José de Moura","PB",0.574,0.499,0.54,0.683,2000
"Quebrangulo","AL",0.574,0.493,0.643,0.585,2000
"São Miguel da Baixa Grande","PI",0.574,0.462,0.637,0.622,2000
"São Sebastião do Umbuzeiro","PB",0.574,0.519,0.543,0.659,2000
"Alagoinha","PB",0.573,0.511,0.559,0.648,2000
"Itambé","PE",0.573,0.5,0.578,0.642,2000
"Itapororoca","PB",0.573,0.511,0.607,0.601,2000
"Luís Correia","PI",0.573,0.49,0.591,0.637,2000
"Mataraca","PB",0.573,0.495,0.555,0.67,2000
"Monteirópolis","AL",0.573,0.506,0.618,0.594,2000
"Água Fria","BA",0.572,0.451,0.593,0.672,2000
"Amapá do Maranhão","MA",0.572,0.469,0.577,0.671,2000
"Bom Conselho","PE",0.572,0.505,0.588,0.623,2000
"Esperantina","TO",0.572,0.437,0.58,0.7,2000
"Gararu","SE",0.572,0.476,0.588,0.653,2000
"Ibiquera","BA",0.572,0.484,0.529,0.704,2000
"Icatu","MA",0.572,0.423,0.607,0.687,2000
"Pio IX","PI",0.572,0.503,0.606,0.607,2000
"Pirapemas","MA",0.572,0.431,0.617,0.667,2000
"Areia de Baraúnas","PB",0.571,0.451,0.591,0.672,2000
"Axixá do Tocantins","TO",0.571,0.492,0.504,0.718,2000
"Bagre","PA",0.571,0.453,0.637,0.624,2000
"Cajazeiras do Piauí","PI",0.571,0.482,0.569,0.663,2000
"Carutapera","MA",0.571,0.453,0.526,0.733,2000
"Centro Novo do Maranhão","MA",0.571,0.459,0.632,0.622,2000
"Colônia do Piauí","PI",0.571,0.46,0.626,0.627,2000
"Curralinhos","PI",0.571,0.434,0.637,0.641,2000
"Graça Aranha","MA",0.571,0.489,0.526,0.698,2000
"Indaiabira","MG",0.571,0.491,0.588,0.634,2000
"Jacaré dos Homens","AL",0.571,0.537,0.565,0.611,2000
"Jandaíra","RN",0.571,0.503,0.6,0.61,2000
"Olho d'Água das Cunhãs","MA",0.571,0.508,0.585,0.621,2000
"Palestina","AL",0.571,0.463,0.569,0.681,2000
"Poção","PE",0.571,0.505,0.58,0.627,2000
"São Joaquim do Monte","PE",0.571,0.497,0.627,0.589,2000
"São Vicente Ferrer","MA",0.571,0.446,0.565,0.701,2000
"Andorinha","BA",0.57,0.496,0.566,0.649,2000
"Belém do Brejo do Cruz","PB",0.57,0.49,0.618,0.601,2000
"Campo Grande do Piauí","PI",0.57,0.464,0.632,0.615,2000
"Carneiros","AL",0.57,0.46,0.575,0.675,2000
"Choró","CE",0.57,0.436,0.596,0.677,2000
"Jacobina do Piauí","PI",0.57,0.456,0.619,0.636,2000
"Japi","RN",0.57,0.432,0.688,0.59,2000
"Monte Formoso","MG",0.57,0.464,0.595,0.65,2000
"Tarrafas","CE",0.57,0.413,0.616,0.681,2000
"Tenório","PB",0.57,0.476,0.562,0.671,2000
"Andaraí","BA",0.569,0.509,0.513,0.685,2000
"Araçás","BA",0.569,0.463,0.517,0.727,2000
"Bacurituba","MA",0.569,0.441,0.561,0.706,2000
"Bela Vista do Maranhão","MA",0.569,0.454,0.561,0.691,2000
"Brejão","PE",0.569,0.477,0.601,0.629,2000
"Capela","AL",0.569,0.487,0.625,0.594,2000
"Coité do Nóia","AL",0.569,0.464,0.637,0.607,2000
"Duas Estradas","PB",0.569,0.502,0.559,0.646,2000
"Feira Nova do Maranhão","MA",0.569,0.457,0.545,0.706,2000
"Formosa da Serra Negra","MA",0.569,0.43,0.561,0.716,2000
"Humberto de Campos","MA",0.569,0.404,0.616,0.686,2000
"Itatira","CE",0.569,0.437,0.647,0.623,2000
"Lagoa do Ouro","PE",0.569,0.463,0.627,0.618,2000
"Limoeiro de Anadia","AL",0.569,0.465,0.637,0.606,2000
"Minador do Negrão","AL",0.569,0.466,0.672,0.568,2000
"Palmeirândia","MA",0.569,0.437,0.561,0.709,2000
"Pilar","PB",0.569,0.51,0.555,0.642,2000
"Rafael Jambeiro","BA",0.569,0.45,0.593,0.664,2000
"Riachão das Neves","BA",0.569,0.446,0.584,0.678,2000
"Socorro do Piauí","PI",0.569,0.449,0.574,0.685,2000
"Fortuna","MA",0.568,0.504,0.538,0.663,2000
"Gonçalves Dias","MA",0.568,0.492,0.568,0.644,2000
"Jussara","BA",0.568,0.494,0.513,0.696,2000
"Matriz de Camaragibe","AL",0.568,0.471,0.61,0.622,2000
"Monte Alegre de Sergipe","SE",0.568,0.49,0.55,0.663,2000
"Nova Itarana","BA",0.568,0.489,0.547,0.668,2000
"Nova Olinda do Maranhão","MA",0.568,0.484,0.587,0.634,2000
"Pedras de Fogo","PB",0.568,0.509,0.581,0.614,2000
"Riachão","PB",0.568,0.468,0.602,0.634,2000
"Ribeirão do Largo","BA",0.568,0.495,0.595,0.614,2000
"Setubinha","MG",0.568,0.49,0.607,0.608,2000
"Altamira do Maranhão","MA",0.567,0.435,0.587,0.679,2000
"Anajatuba","MA",0.567,0.428,0.603,0.669,2000
"Governador Archer","MA",0.567,0.482,0.563,0.656,2000
"Inhambupe","BA",0.567,0.502,0.506,0.692,2000
"Itaíba","PE",0.567,0.488,0.633,0.581,2000
"Mata Roma","MA",0.567,0.441,0.563,0.697,2000
"Matões","MA",0.567,0.455,0.636,0.611,2000
"Mulungu","PB",0.567,0.495,0.593,0.613,2000
"Nossa Senhora Aparecida","SE",0.567,0.49,0.591,0.619,2000
"Recursolândia","TO",0.567,0.451,0.549,0.701,2000
"São João da Canabrava","PI",0.567,0.486,0.581,0.633,2000
"Teotônio Vilela","AL",0.567,0.51,0.541,0.651,2000
"Turiaçu","MA",0.567,0.437,0.583,0.68,2000
"Aiuaba","CE",0.566,0.432,0.615,0.652,2000
"Alegrete do Piauí","PI",0.566,0.538,0.565,0.594,2000
"Boqueirão do Piauí","PI",0.566,0.426,0.656,0.617,2000
"Ibimirim","PE",0.566,0.478,0.609,0.611,2000
"Inajá","PE",0.566,0.477,0.597,0.624,2000
"Lago do Junco","MA",0.566,0.446,0.592,0.661,2000
"Porto Real do Colégio","AL",0.566,0.459,0.618,0.621,2000
"Santa Maria do Cambucá","PE",0.566,0.485,0.616,0.598,2000
"São Miguel do Fidalgo","PI",0.566,0.398,0.645,0.655,2000
"Sebastião Barros","PI",0.566,0.435,0.561,0.702,2000
"Apicum-Açu","MA",0.565,0.41,0.553,0.733,2000
"Belo Monte","AL",0.565,0.455,0.629,0.612,2000
"Conceição do Canindé","PI",0.565,0.493,0.534,0.667,2000
"Ingá","PB",0.565,0.515,0.558,0.622,2000
"Lagoa de Dentro","PB",0.565,0.481,0.559,0.656,2000
"Santo Antônio dos Milagres","PI",0.565,0.445,0.537,0.714,2000
"São Sebastião","AL",0.565,0.484,0.63,0.581,2000
"Serra da Raiz","PB",0.565,0.491,0.546,0.658,2000
"Simões","PI",0.565,0.473,0.588,0.633,2000
"Terezinha","PE",0.565,0.435,0.635,0.624,2000
"América Dourada","BA",0.564,0.47,0.522,0.701,2000
"Boa Nova","BA",0.564,0.44,0.648,0.605,2000
"Buriti dos Lopes","PI",0.564,0.486,0.564,0.641,2000
"Luzilândia","PI",0.564,0.493,0.562,0.636,2000
"Maraial","PE",0.564,0.458,0.607,0.628,2000
"Mirador","MA",0.564,0.472,0.565,0.655,2000
"Monção","MA",0.564,0.475,0.576,0.641,2000
"Parazinho","RN",0.564,0.487,0.575,0.629,2000
"Passagem Franca do Piauí","PI",0.564,0.442,0.643,0.606,2000
"Salgadinho","PB",0.564,0.457,0.594,0.642,2000
"Água Branca","PB",0.563,0.483,0.524,0.683,2000
"Assunção do Piauí","PI",0.563,0.492,0.603,0.593,2000
"Cajueiro da Praia","PI",0.563,0.466,0.561,0.663,2000
"Colinas","MA",0.563,0.493,0.547,0.649,2000
"Maravilha","AL",0.563,0.42,0.664,0.605,2000
"Mata Grande","AL",0.563,0.459,0.654,0.575,2000
"Milagres do Maranhão","MA",0.563,0.429,0.611,0.648,2000
"Mirante","BA",0.563,0.447,0.648,0.593,2000
"Passo de Camaragibe","AL",0.563,0.477,0.618,0.594,2000
"Serraria","PB",0.563,0.474,0.573,0.641,2000
"Tomar do Geru","SE",0.563,0.453,0.575,0.66,2000
"Vertente do Lério","PE",0.563,0.458,0.616,0.614,2000
"Cajapió","MA",0.562,0.405,0.601,0.679,2000
"Carrasco Bonito","TO",0.562,0.456,0.545,0.684,2000
"Cuitegi","PB",0.562,0.487,0.571,0.628,2000
"Eirunepé","AM",0.562,0.482,0.621,0.582,2000
"Riachão do Bacamarte","PB",0.562,0.505,0.558,0.624,2000
"São José do Bonfim","PB",0.562,0.486,0.541,0.658,2000
"Ilha Grande","PI",0.561,0.49,0.515,0.678,2000
"Juru","PB",0.561,0.464,0.56,0.659,2000
"Massaranduba","PB",0.561,0.499,0.57,0.613,2000
"Morros","MA",0.561,0.407,0.611,0.666,2000
"Paranatama","PE",0.561,0.475,0.581,0.627,2000
"Pindoba","AL",0.561,0.474,0.648,0.562,2000
"Saloá","PE",0.561,0.495,0.572,0.617,2000
"Santa Quitéria do Maranhão","MA",0.561,0.467,0.576,0.641,2000
"São Domingos de Pombal","PB",0.561,0.485,0.552,0.645,2000
"São José de Caiana","PB",0.561,0.445,0.599,0.638,2000
"Serrano do Maranhão","MA",0.561,0.415,0.553,0.716,2000
"Sítio do Quinto","BA",0.561,0.542,0.533,0.607,2000
"Xexéu","PE",0.561,0.47,0.584,0.628,2000
"Aguiar","PB",0.56,0.457,0.608,0.615,2000
"Araçagi","PB",0.56,0.47,0.575,0.636,2000
"Buriti dos Montes","PI",0.56,0.455,0.616,0.609,2000
"Emas","PB",0.56,0.458,0.579,0.644,2000
"Feira Grande","AL",0.56,0.478,0.626,0.575,2000
"Junco do Maranhão","MA",0.56,0.46,0.55,0.671,2000
"Jundiá","AL",0.56,0.461,0.631,0.587,2000
"Maraã","AM",0.56,0.447,0.648,0.586,2000
"Mari","PB",0.56,0.522,0.555,0.602,2000
"Pilões","PB",0.56,0.463,0.606,0.61,2000
"Saboeiro","CE",0.56,0.444,0.615,0.622,2000
"Aroeiras","PB",0.559,0.493,0.555,0.628,2000
"Atalaia do Norte","AM",0.559,0.493,0.665,0.518,2000
"Chã Preta","AL",0.559,0.462,0.608,0.607,2000
"Currais","PI",0.559,0.44,0.545,0.691,2000
"Fagundes","PB",0.559,0.47,0.557,0.649,2000
"Olho d'Água","PB",0.559,0.438,0.579,0.659,2000
"São Francisco do Piauí","PI",0.559,0.451,0.564,0.662,2000
"São José do Piauí","PI",0.559,0.464,0.632,0.581,2000
"Afonso Cunha","MA",0.558,0.423,0.595,0.655,2000
"Cacimbinhas","AL",0.558,0.481,0.621,0.571,2000
"Codó","MA",0.558,0.497,0.526,0.651,2000
"Governador Luiz Rocha","MA",0.558,0.448,0.548,0.678,2000
"Ibirajuba","PE",0.558,0.479,0.572,0.624,2000
"Morro Cabeça no Tempo","PI",0.558,0.42,0.561,0.692,2000
"Parnarama","MA",0.558,0.425,0.615,0.633,2000
"Salitre","CE",0.558,0.442,0.648,0.583,2000
"Santana do Mundaú","AL",0.558,0.471,0.646,0.557,2000
"São Miguel de Touros","RN",0.558,0.451,0.577,0.646,2000
"Araci","BA",0.557,0.454,0.603,0.614,2000
"Caldeirão Grande do Piauí","PI",0.557,0.478,0.588,0.604,2000
"Croatá","CE",0.557,0.441,0.558,0.673,2000
"Jeremoabo","BA",0.557,0.504,0.533,0.633,2000
"Primeira Cruz","MA",0.557,0.449,0.546,0.675,2000
"Santana de Mangueira","PB",0.557,0.437,0.636,0.598,2000
"Coroatá","MA",0.556,0.472,0.551,0.646,2000
"Governador Eugênio Barros","MA",0.556,0.46,0.541,0.666,2000
"Porto da Folha","SE",0.556,0.455,0.53,0.682,2000
"Riachão do Dantas","SE",0.556,0.468,0.562,0.637,2000
"Santa Luzia","MA",0.556,0.472,0.587,0.61,2000
"São José dos Basílios","MA",0.556,0.46,0.526,0.683,2000
"Sapé","PB",0.556,0.504,0.538,0.627,2000
"Tuntum","MA",0.556,0.468,0.523,0.678,2000
"Urbano Santos","MA",0.556,0.417,0.573,0.678,2000
"Catingueira","PB",0.555,0.486,0.548,0.63,2000
"Jacaraú","PB",0.555,0.479,0.547,0.64,2000
"Pavussu","PI",0.555,0.458,0.618,0.59,2000
"Presidente Sarney","MA",0.555,0.435,0.586,0.644,2000
"São Francisco do Maranhão","MA",0.555,0.428,0.625,0.613,2000
"Sobrado","PB",0.555,0.476,0.56,0.63,2000
"Barra de Guabiraba","PE",0.554,0.497,0.572,0.593,2000
"Fátima","BA",0.554,0.514,0.52,0.629,2000
"Flexeiras","AL",0.554,0.468,0.608,0.587,2000
"Granja","CE",0.554,0.442,0.66,0.559,2000
"São João da Fronteira","PI",0.554,0.475,0.592,0.595,2000
"Batalha","PI",0.553,0.465,0.574,0.62,2000
"Craíbas","AL",0.553,0.45,0.637,0.571,2000
"Crisópolis","BA",0.553,0.505,0.543,0.61,2000
"Jucati","PE",0.553,0.471,0.547,0.64,2000
"Mato Grosso","PB",0.553,0.469,0.637,0.553,2000
"Maturéia","PB",0.553,0.46,0.524,0.675,2000
"Riachão do Poço","PB",0.553,0.48,0.56,0.618,2000
"Santa Inês","PB",0.553,0.424,0.596,0.638,2000
"Umburanas","BA",0.553,0.478,0.546,0.635,2000
"Algodão de Jandaíra","PB",0.552,0.445,0.612,0.6,2000
"Barreirinhas","MA",0.552,0.458,0.59,0.608,2000
"Bernardino Batista","PB",0.552,0.451,0.561,0.643,2000
"Bom Princípio do Piauí","PI",0.552,0.473,0.587,0.595,2000
"Brejo","MA",0.552,0.428,0.563,0.665,2000
"Buriti","MA",0.552,0.44,0.542,0.673,2000
"Juarez Távora","PB",0.552,0.507,0.558,0.591,2000
"Salgado de São Félix","PB",0.552,0.485,0.559,0.612,2000
"São José de Princesa","PB",0.552,0.456,0.524,0.676,2000
"Adustina","BA",0.551,0.516,0.522,0.615,2000
"Arara","PB",0.551,0.496,0.553,0.604,2000
"Barroquinha","CE",0.551,0.457,0.57,0.626,2000
"Cachoeira do Piriá","PA",0.551,0.433,0.661,0.558,2000
"Dona Inês","PB",0.551,0.46,0.586,0.606,2000
"Pariconha","AL",0.551,0.435,0.603,0.614,2000
"São José da Lagoa Tapada","PB",0.551,0.455,0.623,0.575,2000
"Sossêgo","PB",0.551,0.463,0.56,0.63,2000
"Brejo Grande","SE",0.55,0.456,0.526,0.667,2000
"Jurema","PE",0.55,0.493,0.553,0.605,2000
"Lagoa do Mato","MA",0.55,0.421,0.598,0.631,2000
"Nina Rodrigues","MA",0.55,0.417,0.55,0.683,2000
"Nordestina","BA",0.55,0.453,0.523,0.675,2000
"Rodrigues Alves","AC",0.55,0.47,0.644,0.536,2000
"Tamboril do Piauí","PI",0.55,0.464,0.595,0.59,2000
"Aldeias Altas","MA",0.549,0.448,0.583,0.617,2000
"Dário Meira","BA",0.549,0.442,0.59,0.616,2000
"Francinópolis","PI",0.549,0.452,0.568,0.628,2000
"Manaíra","PB",0.549,0.459,0.562,0.626,2000
"Ribeira do Amparo","BA",0.549,0.469,0.564,0.615,2000
"São Benedito do Sul","PE",0.549,0.452,0.598,0.597,2000
"São João da Serra","PI",0.549,0.447,0.577,0.622,2000
"São Raimundo do Doca Bezerra","MA",0.549,0.419,0.574,0.653,2000
"Sátiro Dias","BA",0.549,0.427,0.583,0.638,2000
"Várzea Branca","PI",0.549,0.424,0.566,0.658,2000
"Vieirópolis","PB",0.549,0.463,0.552,0.633,2000
"Araguanã","MA",0.548,0.433,0.548,0.662,2000
"Belém do Piauí","PI",0.548,0.47,0.588,0.585,2000
"Cacimba de Dentro","PB",0.548,0.46,0.582,0.602,2000
"Caldas Brandão","PB",0.548,0.49,0.558,0.596,2000
"Jacuípe","AL",0.548,0.45,0.634,0.559,2000
"Logradouro","PB",0.548,0.488,0.504,0.652,2000
"Santa Isabel do Rio Negro","AM",0.548,0.445,0.57,0.628,2000
"Tacima","PB",0.548,0.466,0.576,0.602,2000
"Brejo do Piauí","PI",0.547,0.456,0.566,0.618,2000
"Buritirama","MA",0.547,0.436,0.524,0.682,2000
"Cajueiro","AL",0.547,0.465,0.591,0.585,2000
"Campo Grande","AL",0.547,0.452,0.637,0.552,2000
"Cruz do Espírito Santo","PB",0.547,0.494,0.538,0.608,2000
"Dois Riachos","AL",0.547,0.489,0.582,0.571,2000
"Lagoa do Barro do Piauí","PI",0.547,0.449,0.528,0.665,2000
"Magalhães de Almeida","MA",0.547,0.421,0.576,0.644,2000
"Araruna","PB",0.546,0.478,0.56,0.601,2000
"Canutama","AM",0.546,0.467,0.604,0.568,2000
"Domingos Mourão","PI",0.546,0.409,0.577,0.653,2000
"Juruá","AM",0.546,0.492,0.564,0.581,2000
"Pilão Arcado","BA",0.546,0.413,0.61,0.615,2000
"Estrela de Alagoas","AL",0.545,0.428,0.61,0.598,2000
"Francisco Macedo","PI",0.545,0.459,0.519,0.657,2000
"Gurinhém","PB",0.545,0.486,0.558,0.591,2000
"Mogeiro","PB",0.545,0.47,0.53,0.635,2000
"Passagem Franca","MA",0.545,0.46,0.562,0.614,2000
"Santa Luzia do Itanhy","SE",0.545,0.448,0.561,0.626,2000
"Cuité de Mamanguape","PB",0.544,0.479,0.555,0.597,2000
"Matias Olímpio","PI",0.544,0.458,0.565,0.608,2000
"Olho d'Água Grande","AL",0.544,0.42,0.657,0.554,2000
"São José do Divino","PI",0.544,0.46,0.561,0.61,2000
"São Luis do Piauí","PI",0.544,0.468,0.555,0.609,2000
"Vargem Grande","MA",0.544,0.431,0.604,0.598,2000
"Venha-Ver","RN",0.544,0.395,0.573,0.664,2000
"Cajazeirinhas","PB",0.543,0.468,0.543,0.619,2000
"Capinzal do Norte","MA",0.543,0.448,0.526,0.656,2000
"Jurema","PI",0.543,0.461,0.542,0.625,2000
"Presidente Vargas","MA",0.543,0.409,0.55,0.669,2000
"São Benedito do Rio Preto","MA",0.543,0.388,0.58,0.661,2000
"Alto Alegre do Pindaré","MA",0.542,0.459,0.553,0.614,2000
"Geminiano","PI",0.542,0.471,0.555,0.601,2000
"Imaculada","PB",0.542,0.432,0.524,0.669,2000
"Olho d'Água do Casado","AL",0.542,0.427,0.588,0.612,2000
"Ourolândia","BA",0.542,0.476,0.544,0.607,2000
"Pio XII","MA",0.542,0.443,0.592,0.591,2000
"São Luís Gonzaga do Maranhão","MA",0.542,0.425,0.592,0.61,2000
"Uiramutã","RR",0.542,0.423,0.582,0.621,2000
"Bom Lugar","MA",0.541,0.425,0.574,0.624,2000
"Feijó","AC",0.541,0.468,0.682,0.472,2000
"Cocal","PI",0.54,0.46,0.587,0.574,2000
"Duque Bacelar","MA",0.54,0.445,0.545,0.631,2000
"Igaci","AL",0.54,0.419,0.599,0.601,2000
"Igarapé do Meio","MA",0.54,0.437,0.539,0.643,2000
"Joaquim Gomes","AL",0.54,0.459,0.604,0.557,2000
"Miguel Alves","PI",0.54,0.449,0.592,0.579,2000
"Nova Santa Rita","PI",0.54,0.42,0.519,0.681,2000
"Porto Walter","AC",0.54,0.481,0.644,0.495,2000
"São Miguel do Tapuio","PI",0.54,0.448,0.577,0.594,2000
"Tupanatinga","PE",0.54,0.432,0.609,0.579,2000
"Juazeiro do Piauí","PI",0.539,0.429,0.577,0.611,2000
"Padre Marcos","PI",0.539,0.468,0.534,0.616,2000
"Umbuzeiro","PB",0.539,0.49,0.525,0.603,2000
"Alto Alegre do Maranhão","MA",0.538,0.467,0.526,0.62,2000
"Cansanção","BA",0.538,0.446,0.523,0.646,2000
"Curral Novo do Piauí","PI",0.538,0.448,0.528,0.637,2000
"São Bernardo","MA",0.538,0.418,0.525,0.67,2000
"Tutóia","MA",0.538,0.454,0.52,0.641,2000
"Carnaubeira da Penha","PE",0.537,0.394,0.598,0.619,2000
"Lagoa de São Francisco","PI",0.537,0.416,0.577,0.618,2000
"Paulo Ramos","MA",0.537,0.448,0.552,0.611,2000
"Peritoró","MA",0.537,0.461,0.551,0.6,2000
"Boa Hora","PI",0.536,0.446,0.577,0.585,2000
"Lagoa dos Gatos","PE",0.536,0.492,0.549,0.566,2000
"Pedro do Rosário","MA",0.536,0.406,0.587,0.616,2000
"Poço Redondo","SE",0.536,0.415,0.566,0.626,2000
"São Paulo de Olivença","AM",0.536,0.428,0.604,0.576,2000
"Wall Ferraz","PI",0.536,0.465,0.555,0.587,2000
"Arame","MA",0.535,0.47,0.538,0.596,2000
"Girau do Ponciano","AL",0.535,0.441,0.582,0.583,2000
"Pedro Alexandre","BA",0.535,0.433,0.611,0.561,2000
"Joselândia","MA",0.534,0.438,0.552,0.612,2000
"Monte Santo","BA",0.534,0.417,0.587,0.598,2000
"Novo Lino","AL",0.534,0.47,0.556,0.577,2000
"Olivença","AL",0.534,0.41,0.569,0.624,2000
"Senador Alexandre Costa","MA",0.534,0.47,0.526,0.605,2000
"Juripiranga","PB",0.533,0.497,0.506,0.597,2000
"Jutaí","AM",0.533,0.458,0.604,0.537,2000
"Lago Verde","MA",0.533,0.416,0.529,0.653,2000
"Marechal Thaumaturgo","AC",0.533,0.431,0.685,0.483,2000
"Santa Filomena do Maranhão","MA",0.533,0.454,0.523,0.623,2000
"Acauã","PI",0.532,0.387,0.519,0.689,2000
"Águas Belas","PE",0.532,0.471,0.542,0.582,2000
"Fonte Boa","AM",0.532,0.405,0.604,0.588,2000
"Pauini","AM",0.532,0.49,0.604,0.502,2000
